EID,l1tex__lsuin_requests.sum,l1tex__texin_requests.sum,sm__inst_executed_pipe_alu.sum,sm__inst_executed_pipe_fma.sum,sm__inst_executed_pipe_lsu.sum,sm__inst_executed_pipe_tex.sum,sm__inst_issued.sum,sm__thread_inst_executed_pipe_alu_pred_on.sum,sm__thread_inst_executed_pipe_fma_pred_on.sum,sm__threads_launched_shader_ps.sum,sm__threads_launched_shader_ps_killmask_off.sum,sm__threads_launched_shader_ps_killmask_on.sum,sm__threads_launched_shader_vs.sum,sm__warps_launched.sum,gpu__time_duration.avg,l1tex__average_t_sector_lookup_hit.avg.ratio,l1tex__average_t_sector_pipe_lsu_lookup_hit.avg.ratio,l1tex__average_t_sector_pipe_lsu_mem_global_op_ld_lookup_hit.avg.ratio,l1tex__t_sector_hit_rate.avg.ratio,lts__average_t_sector_srcnode_gpc_lookup_hit.avg.ratio,lts__average_t_sector_srcnode_gpc_op_read_lookup_hit.avg.ratio,lts__average_t_sector_srcunit_tex_op_read.avg.ratio,lts__average_t_sector_srcunit_tex_op_read_lookup_hit.avg.ratio,lts__t_sector_hit_rate.avg.ratio
1411,272.00,142.00,2720.00,17136.00,272.00,0.00,23529.00,85152.00,537920.00,0.00,0.00,0.00,4274.00,136.00,5351.85185,0.00,0.00,0.00,0.00,0.72928,0.5198,0.00,0.00,0.76298
1415,4.00,138.00,40.00,252.00,4.00,0.00,348.00,1280.00,8064.00,0.00,0.00,0.00,64.00,2.00,7185.18519,0.00,0.00,0.00,0.00,0.64046,0.60763,0.00,0.00,0.95344
1419,210.00,188.00,2100.00,13230.00,210.00,0.00,18188.00,66016.00,415712.00,0.00,0.00,0.00,3297.00,105.00,6333.33333,0.00,0.00,0.00,0.00,0.72309,0.52234,0.00,0.00,0.77758
1423,364.00,142.00,3640.00,22932.00,364.00,0.00,31476.00,113632.00,715264.00,0.00,0.00,0.00,5676.00,182.00,5972.22222,0.00,0.00,0.00,0.00,0.7856,0.55652,0.00,0.00,0.82481
1427,2.00,138.00,20.00,126.00,2.00,0.00,174.00,544.00,3424.00,0.00,0.00,0.00,27.00,1.00,9638.88889,0.00,0.00,0.00,0.00,0.82579,0.29938,0.00,0.00,0.86142
1439,1334.00,142.00,13340.00,84042.00,1334.00,0.00,108765.00,419392.00,2644000.00,0.00,0.00,0.00,20971.00,667.00,6694.44444,0.00,0.00,0.00,0.00,0.63492,0.44292,0.00,0.00,0.64745
1443,1684.00,142.00,16840.00,106092.00,1684.00,0.00,133770.00,536288.00,3378048.00,0.00,0.00,0.00,26815.00,842.00,6925.92593,0.00,0.00,0.00,0.00,0.62856,0.50833,0.00,0.00,0.64111
1447,818.00,142.00,8180.00,51534.00,818.00,0.00,67808.00,256352.00,1615008.00,0.00,0.00,0.00,12824.00,409.00,5444.44444,0.00,0.00,0.00,0.00,0.8004,0.53265,0.00,0.00,0.81507
1451,500.00,142.00,5000.00,31500.00,500.00,0.00,42421.00,157984.00,995552.00,0.00,0.00,0.00,7900.00,250.00,5333.33333,0.00,0.00,0.00,0.00,0.63866,0.4574,0.00,0.00,0.66872
1455,1250.00,142.00,12500.00,78750.00,1250.00,0.00,101048.00,393952.00,2479328.00,0.00,0.00,0.00,19676.00,625.00,6768.51852,0.00,0.00,0.00,0.00,0.85016,0.46764,0.00,0.00,0.85635
1459,1276.00,142.00,12760.00,80388.00,1276.00,0.00,102920.00,378528.00,2385888.00,0.00,0.00,0.00,18927.00,638.00,6462.96296,0.00,0.00,0.00,0.00,0.70986,0.44062,0.00,0.00,0.72063
1463,1080.00,142.00,10800.00,68040.00,1080.00,0.00,88056.00,329824.00,2079968.00,0.00,0.00,0.00,16509.00,540.00,6018.51852,0.00,0.00,0.00,0.00,0.72672,0.42482,0.00,0.00,0.73758
1467,1768.00,142.00,17680.00,111384.00,1768.00,0.00,140772.00,560608.00,3530240.00,0.00,0.00,0.00,28028.00,884.00,17120.37037,0.00,0.00,0.00,0.00,0.94995,0.3992,0.00,0.00,0.952
1471,966.00,142.00,9660.00,60858.00,966.00,0.00,78737.00,287456.00,1808544.00,0.00,0.00,0.00,14361.00,483.00,5953.7037,0.00,0.00,0.00,0.00,0.71231,0.44409,0.00,0.00,0.72681
1475,84.00,142.00,840.00,5292.00,84.00,0.00,7308.00,26080.00,164256.00,0.00,0.00,0.00,1304.00,42.00,6324.07407,0.00,0.00,0.00,0.00,0.72412,0.55636,0.00,0.00,0.8128
1479,966.00,142.00,9660.00,60858.00,966.00,0.00,79208.00,286944.00,1808480.00,0.00,0.00,0.00,14361.00,483.00,5944.44444,0.00,0.00,0.00,0.00,0.71204,0.44749,0.00,0.00,0.72631
1483,1080.00,142.00,10800.00,68040.00,1080.00,0.00,88154.00,330240.00,2083104.00,0.00,0.00,0.00,16509.00,540.00,6000.00,0.00,0.00,0.00,0.00,0.72408,0.42725,0.00,0.00,0.73539
1487,720.00,142.00,7200.00,45360.00,720.00,0.00,60362.00,219456.00,1382912.00,0.00,0.00,0.00,10968.00,360.00,5796.2963,0.00,0.00,0.00,0.00,0.72443,0.43221,0.00,0.00,0.74105
1491,80.00,188.00,800.00,5040.00,80.00,0.00,6960.00,25344.00,159456.00,0.00,0.00,0.00,1265.00,40.00,7046.2963,0.00,0.00,0.00,0.00,0.90298,0.63767,0.00,0.00,0.92818
1495,2636.00,142.00,26360.00,166068.00,2636.00,0.00,207204.00,826464.00,5205792.00,0.00,0.00,0.00,41323.00,1318.00,7231.48148,0.00,0.00,0.00,0.00,0.68758,0.48588,0.00,0.00,0.69403
1499,832.00,142.00,8320.00,52416.00,832.00,0.00,68316.00,262464.00,1652064.00,0.00,0.00,0.00,13120.00,416.00,6305.55556,0.00,0.00,0.00,0.00,0.56996,0.35216,0.00,0.00,0.58744
1503,1216.00,142.00,12160.00,76608.00,1216.00,0.00,98038.00,387680.00,2443136.00,0.00,0.00,0.00,19385.00,608.00,5972.22222,0.00,0.00,0.00,0.00,0.68301,0.4565,0.00,0.00,0.69529
1507,272.00,142.00,2720.00,17136.00,272.00,0.00,23534.00,85376.00,538240.00,0.00,0.00,0.00,4274.00,136.00,6481.48148,0.00,0.00,0.00,0.00,0.69746,0.4753,0.00,0.00,0.73507
1511,4.00,138.00,40.00,252.00,4.00,0.00,348.00,1280.00,8064.00,0.00,0.00,0.00,64.00,2.00,7120.37037,0.00,0.00,0.00,0.00,0.63975,0.61258,0.00,0.00,0.95885
1515,210.00,142.00,2100.00,13230.00,210.00,0.00,18194.00,65888.00,415392.00,0.00,0.00,0.00,3297.00,105.00,7092.59259,0.00,0.00,0.00,0.00,0.7556,0.48533,0.00,0.00,0.80088
1519,364.00,142.00,3640.00,22932.00,364.00,0.00,31491.00,113408.00,715232.00,0.00,0.00,0.00,5676.00,182.00,6009.25926,0.00,0.00,0.00,0.00,0.79872,0.52804,0.00,0.00,0.82968
1523,2.00,138.00,20.00,126.00,2.00,0.00,174.00,544.00,3424.00,0.00,0.00,0.00,27.00,1.00,8509.25926,0.00,0.00,0.00,0.00,0.80278,0.42046,0.00,0.00,0.87502
1535,1334.00,142.00,13340.00,84042.00,1334.00,0.00,108868.00,419744.00,2642720.00,0.00,0.00,0.00,20971.00,667.00,6370.37037,0.00,0.00,0.00,0.00,0.57552,0.44493,0.00,0.00,0.59049
1539,1684.00,142.00,16840.00,106092.00,1684.00,0.00,134164.00,536192.00,3379328.00,0.00,0.00,0.00,26815.00,842.00,6703.7037,0.00,0.00,0.00,0.00,0.58667,0.52716,0.00,0.00,0.60083
1543,818.00,142.00,8180.00,51534.00,818.00,0.00,67351.00,256416.00,1617376.00,0.00,0.00,0.00,12824.00,409.00,4990.74074,0.00,0.00,0.00,0.00,0.74695,0.52868,0.00,0.00,0.76548
1547,500.00,142.00,5000.00,31500.00,500.00,0.00,42545.00,158048.00,992064.00,0.00,0.00,0.00,7900.00,250.00,6092.59259,0.00,0.00,0.00,0.00,0.58755,0.46489,0.00,0.00,0.62274
1551,1250.00,142.00,12500.00,78750.00,1250.00,0.00,100446.00,393312.00,2478912.00,0.00,0.00,0.00,19676.00,625.00,6129.62963,0.00,0.00,0.00,0.00,0.75734,0.48136,0.00,0.00,0.76926
1555,1276.00,142.00,12760.00,80388.00,1276.00,0.00,102866.00,378560.00,2382688.00,0.00,0.00,0.00,18927.00,638.00,6564.81481,0.00,0.00,0.00,0.00,0.59665,0.46785,0.00,0.00,0.61172
1559,1080.00,142.00,10800.00,68040.00,1080.00,0.00,87360.00,330464.00,2081120.00,0.00,0.00,0.00,16509.00,540.00,5907.40741,0.00,0.00,0.00,0.00,0.62072,0.42629,0.00,0.00,0.63609
1563,1768.00,188.00,17680.00,111384.00,1768.00,0.00,140421.00,560576.00,3532352.00,0.00,0.00,0.00,28028.00,884.00,8296.2963,0.00,0.00,0.00,0.00,0.88631,0.49289,0.00,0.00,0.89058
1567,966.00,142.00,9660.00,60858.00,966.00,0.00,79240.00,287008.00,1812192.00,0.00,0.00,0.00,14361.00,483.00,5574.07407,0.00,0.00,0.00,0.00,0.60439,0.47462,0.00,0.00,0.6284
1571,84.00,142.00,840.00,5292.00,84.00,0.00,7308.00,26176.00,164320.00,0.00,0.00,0.00,1304.00,42.00,5250.00,0.00,0.00,0.00,0.00,0.68875,0.53137,0.00,0.00,0.78909
1575,966.00,142.00,9660.00,60858.00,966.00,0.00,78956.00,287328.00,1809792.00,0.00,0.00,0.00,14361.00,483.00,5638.88889,0.00,0.00,0.00,0.00,0.61556,0.48216,0.00,0.00,0.63542
1579,1080.00,142.00,10800.00,68040.00,1080.00,0.00,87826.00,329824.00,2081248.00,0.00,0.00,0.00,16509.00,540.00,5777.77778,0.00,0.00,0.00,0.00,0.61739,0.4277,0.00,0.00,0.63273
1583,720.00,142.00,7200.00,45360.00,720.00,0.00,60246.00,219552.00,1381696.00,0.00,0.00,0.00,10968.00,360.00,5018.51852,0.00,0.00,0.00,0.00,0.642,0.44915,0.00,0.00,0.66467
1587,80.00,142.00,800.00,5040.00,80.00,0.00,6960.00,25312.00,159392.00,0.00,0.00,0.00,1265.00,40.00,5768.51852,0.00,0.00,0.00,0.00,0.86666,0.65024,0.00,0.00,0.91018
1591,2636.00,142.00,26360.00,166068.00,2636.00,0.00,207036.00,826720.00,5204160.00,0.00,0.00,0.00,41323.00,1318.00,7444.44444,0.00,0.00,0.00,0.00,0.6184,0.5034,0.00,0.00,0.62655
1595,832.00,142.00,8320.00,52416.00,832.00,0.00,68446.00,262400.00,1654944.00,0.00,0.00,0.00,13120.00,416.00,5185.18519,0.00,0.00,0.00,0.00,0.48757,0.28618,0.00,0.00,0.50914
1599,1216.00,142.00,12160.00,76608.00,1216.00,0.00,98526.00,387616.00,2440992.00,0.00,0.00,0.00,19385.00,608.00,6064.81481,0.00,0.00,0.00,0.00,0.60071,0.48474,0.00,0.00,0.61728
1603,272.00,142.00,2720.00,17136.00,272.00,0.00,23533.00,85472.00,538528.00,0.00,0.00,0.00,4274.00,136.00,5444.44444,0.00,0.00,0.00,0.00,0.65243,0.41706,0.00,0.00,0.69569
1607,4.00,138.00,40.00,252.00,4.00,0.00,348.00,1280.00,8064.00,0.00,0.00,0.00,64.00,2.00,5777.77778,0.00,0.00,0.00,0.00,0.63732,0.62682,0.00,0.00,0.96204
1611,210.00,142.00,2100.00,13230.00,210.00,0.00,18198.00,65824.00,415712.00,0.00,0.00,0.00,3297.00,105.00,5435.18519,0.00,0.00,0.00,0.00,0.6936,0.50097,0.00,0.00,0.75324
1615,364.00,142.00,3640.00,22932.00,364.00,0.00,31483.00,113440.00,715680.00,0.00,0.00,0.00,5676.00,182.00,4953.7037,0.00,0.00,0.00,0.00,0.75051,0.54124,0.00,0.00,0.78765
1619,2.00,138.00,20.00,126.00,2.00,0.00,174.00,544.00,3424.00,0.00,0.00,0.00,27.00,1.00,6564.81481,0.00,0.00,0.00,0.00,0.85282,0.6379,0.00,0.00,0.99278
1631,1334.00,142.00,13340.00,84042.00,1334.00,0.00,109161.00,419360.00,2641376.00,0.00,0.00,0.00,20971.00,667.00,6092.59259,0.00,0.00,0.00,0.00,0.56643,0.46869,0.00,0.00,0.58422
1635,1684.00,188.00,16840.00,106092.00,1684.00,0.00,133802.00,536416.00,3378464.00,0.00,0.00,0.00,26815.00,842.00,6796.2963,0.00,0.00,0.00,0.00,0.59047,0.54855,0.00,0.00,0.62548
1639,818.00,142.00,8180.00,51534.00,818.00,0.00,67871.00,256480.00,1613984.00,0.00,0.00,0.00,12824.00,409.00,4722.22222,0.00,0.00,0.00,0.00,0.76932,0.58437,0.00,0.00,0.81947
1643,500.00,142.00,5000.00,31500.00,500.00,0.00,42552.00,158048.00,991200.00,0.00,0.00,0.00,7900.00,250.00,5444.44444,0.00,0.00,0.00,0.00,0.59469,0.5033,0.00,0.00,0.63086
1647,1250.00,142.00,12500.00,78750.00,1250.00,0.00,101117.00,393440.00,2477344.00,0.00,0.00,0.00,19676.00,625.00,5592.59259,0.00,0.00,0.00,0.00,0.69408,0.49661,0.00,0.00,0.70722
1651,1276.00,142.00,12760.00,80388.00,1276.00,0.00,102393.00,378592.00,2383584.00,0.00,0.00,0.00,18927.00,638.00,6425.92593,0.00,0.00,0.00,0.00,0.57729,0.50865,0.00,0.00,0.5942
1655,1080.00,142.00,10800.00,68040.00,1080.00,0.00,87334.00,330080.00,2079168.00,0.00,0.00,0.00,16509.00,540.00,5898.14815,0.00,0.00,0.00,0.00,0.596,0.48678,0.00,0.00,0.64972
1659,1768.00,142.00,17680.00,111384.00,1768.00,0.00,140430.00,560640.00,3532736.00,0.00,0.00,0.00,28028.00,884.00,6694.44444,0.00,0.00,0.00,0.00,0.83359,0.54162,0.00,0.00,0.84014
1663,966.00,142.00,9660.00,60858.00,966.00,0.00,79319.00,287104.00,1807488.00,0.00,0.00,0.00,14361.00,483.00,5333.33333,0.00,0.00,0.00,0.00,0.6001,0.52299,0.00,0.00,0.65832
1667,84.00,142.00,840.00,5292.00,84.00,0.00,7308.00,26112.00,164352.00,0.00,0.00,0.00,1304.00,42.00,5222.22222,0.00,0.00,0.00,0.00,0.66407,0.53453,0.00,0.00,0.79387
1671,966.00,142.00,9660.00,60858.00,966.00,0.00,79118.00,287328.00,1809248.00,0.00,0.00,0.00,14361.00,483.00,5833.33333,0.00,0.00,0.00,0.00,0.6408,0.56573,0.00,0.00,0.66196
1675,1080.00,142.00,10800.00,68040.00,1080.00,0.00,87920.00,330144.00,2080864.00,0.00,0.00,0.00,16509.00,540.00,5916.66667,0.00,0.00,0.00,0.00,0.57873,0.47019,0.00,0.00,0.59998
1679,720.00,142.00,7200.00,45360.00,720.00,0.00,60203.00,219264.00,1381728.00,0.00,0.00,0.00,10968.00,360.00,4925.92593,0.00,0.00,0.00,0.00,0.68284,0.56927,0.00,0.00,0.74889
1683,80.00,142.00,800.00,5040.00,80.00,0.00,6960.00,25344.00,159360.00,0.00,0.00,0.00,1265.00,40.00,5694.44444,0.00,0.00,0.00,0.00,0.80725,0.6117,0.00,0.00,0.89328
1687,2636.00,142.00,26360.00,166068.00,2636.00,0.00,207148.00,826304.00,5206912.00,0.00,0.00,0.00,41323.00,1318.00,7444.44444,0.00,0.00,0.00,0.00,0.65497,0.57205,0.00,0.00,0.67628
1691,832.00,142.00,8320.00,52416.00,832.00,0.00,68114.00,262528.00,1652704.00,0.00,0.00,0.00,13120.00,416.00,5101.85185,0.00,0.00,0.00,0.00,0.45931,0.27448,0.00,0.00,0.50568
1695,1216.00,142.00,12160.00,76608.00,1216.00,0.00,98292.00,387648.00,2442688.00,0.00,0.00,0.00,19385.00,608.00,6055.55556,0.00,0.00,0.00,0.00,0.59853,0.53117,0.00,0.00,0.61604
1699,272.00,188.00,2720.00,17136.00,272.00,0.00,23530.00,85472.00,538272.00,0.00,0.00,0.00,4274.00,136.00,5435.18519,0.00,0.00,0.00,0.00,0.58129,0.39401,0.00,0.00,0.63337
1703,4.00,138.00,40.00,252.00,4.00,0.00,348.00,1280.00,8064.00,0.00,0.00,0.00,64.00,2.00,6972.22222,0.00,0.00,0.00,0.00,0.63017,0.62612,0.00,0.00,0.9562
1707,210.00,142.00,2100.00,13230.00,210.00,0.00,18196.00,65888.00,415584.00,0.00,0.00,0.00,3297.00,105.00,6416.66667,0.00,0.00,0.00,0.00,0.66151,0.54092,0.00,0.00,0.73102
1711,364.00,142.00,3640.00,22932.00,364.00,0.00,31488.00,113600.00,715552.00,0.00,0.00,0.00,5676.00,182.00,6018.51852,0.00,0.00,0.00,0.00,0.70801,0.57138,0.00,0.00,0.75173
1715,2.00,138.00,20.00,126.00,2.00,0.00,174.00,544.00,3424.00,0.00,0.00,0.00,27.00,1.00,7787.03704,0.00,0.00,0.00,0.00,0.79167,0.66319,0.00,0.00,0.99355
1718,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15111.11111,0.00,0.00,0.00,0.00,0.02729,0.02729,0.00,0.00,0.97801
1720,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14500.00,0.00,0.00,0.00,0.00,0.0275,0.0275,0.00,0.00,0.97785
1722,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18185.18519,0.00,0.00,0.00,0.00,0.02214,0.02214,0.00,0.00,0.88007
1735,60659.00,228297.00,479965.00,1445899.00,60697.00,32758.00,2420080.00,1.35158E+07,4.13547E+07,44448.00,21386.00,23062.00,20971.00,2156.00,23731.48148,0.96301,0.07521,0.0751,0.96301,0.80504,0.60205,0.26501,0.23839,0.81015
1740,30024.00,95089.00,241090.00,720366.00,29872.00,14190.00,1192839.00,6697280.00,2.04270E+07,18504.00,7164.00,11340.00,26815.00,1486.00,14703.7037,0.93303,0.0802,0.08046,0.93303,0.81887,0.5974,0.19423,0.18009,0.82385
1745,48829.00,191459.00,388124.00,1156904.00,48753.00,26774.00,1951595.00,1.12097E+07,3.39708E+07,37312.00,22816.00,14496.00,12824.00,1626.00,17027.77778,0.92021,0.07046,0.07023,0.92021,0.78465,0.63214,0.46518,0.32064,0.79066
1750,989114.00,4052050.00,7716741.00,2.32067E+07,989114.00,571670.00,3.95616E+07,2.19491E+08,6.71498E+08,790176.00,718635.00,71541.00,7900.00,26236.00,164481.48148,0.96925,0.06597,0.06598,0.96925,0.83664,0.75011,0.75068,0.60257,0.83886
1755,502258.00,2047080.00,3921801.00,1.18025E+07,502486.00,288530.00,1.97956E+07,1.11635E+08,3.41172E+08,398912.00,354437.00,44475.00,19676.00,13740.00,92379.62963,0.97682,0.06774,0.06773,0.97682,0.90087,0.77393,0.56494,0.52175,0.90407
1760,383654.00,1553052.00,2989930.00,9011375.00,383958.00,219736.00,1.50990E+07,8.47794E+07,2.59738E+08,302828.00,204241.00,98587.00,18927.00,10628.00,70814.81481,0.9738,0.06763,0.06764,0.9738,0.91032,0.72032,0.45909,0.42576,0.91294
1765,200668.00,808921.00,1563450.00,4716110.00,200668.00,114180.00,7894427.00,4.45028E+07,1.36371E+08,157716.00,111910.00,45806.00,16509.00,5731.00,40000.00,0.97781,0.07205,0.07205,0.97781,0.90373,0.70511,0.36315,0.35255,0.90763
1770,5924.00,1589.00,57894.00,171710.00,5924.00,352.00,253483.00,1733024.00,5227200.00,280.00,276.00,4.00,28028.00,900.00,14916.66667,0.88822,0.08444,0.08444,0.88822,0.7488,0.72971,0.00913,0.0063,0.75671
1775,72033.00,286562.00,569225.00,1712835.00,72109.00,39930.00,2868496.00,1.63344E+07,4.99142E+07,55860.00,31852.00,24008.00,14361.00,2299.00,21268.51852,0.95902,0.07037,0.07013,0.95902,0.85262,0.68777,0.36609,0.32404,0.85773
1780,304145.00,1280899.00,2361340.00,7123026.00,304107.00,176066.00,1.19476E+07,6.90335E+07,2.12520E+08,249840.00,237830.00,12010.00,1304.00,8036.00,57305.55556,0.99218,0.06296,0.06294,0.99218,0.93133,0.73375,0.51517,0.47436,0.94146
1785,1141894.00,4731171.00,8869835.00,2.67584E+07,1141894.00,659318.00,4.55512E+07,2.55522E+08,7.83045E+08,922760.00,849056.00,73704.00,14361.00,30452.00,187453.7037,0.99237,0.06749,0.06749,0.99237,0.874,0.67054,0.39271,0.34792,0.88014
1790,4902.00,6057.00,43905.00,130830.00,4902.00,858.00,201612.00,1289568.00,3904480.00,1144.00,655.00,489.00,16509.00,579.00,17268.51852,0.95279,0.07015,0.07015,0.95279,0.73111,0.47295,0.01561,0.01252,0.7403
1795,2160.00,142.00,21600.00,64080.00,2160.00,0.00,95871.00,646432.00,1951488.00,0.00,0.00,0.00,10968.00,360.00,6185.18519,0.00,0.00,0.00,0.00,0.56657,0.52826,0.00,0.00,0.58766
1801,2604912.00,1.13705E+07,1.81250E+07,6.46701E+07,2604912.00,1576489.00,1.02439E+08,5.21485E+08,1.95265E+09,2165352.00,2141060.00,24292.00,1265.00,68585.00,418074.07407,0.97481,0.05739,0.05739,0.97481,0.8346,0.75872,0.88313,0.73195,0.83681
1806,12211.00,142.00,97532.00,295232.00,12211.00,0.00,425010.00,2966368.00,9253376.00,0.00,0.00,0.00,41323.00,1318.00,8731.48148,0.00,0.00,0.00,0.00,0.72918,0.4738,0.00,0.00,0.73343
1811,42805.00,160543.00,301272.00,1058248.00,42805.00,23552.00,1685689.00,8283072.00,3.04714E+07,30524.00,23633.00,6891.00,13120.00,1440.00,18592.59259,0.95906,0.05957,0.05957,0.95906,0.75884,0.53469,0.32992,0.29267,0.76553
1816,14138.00,31149.00,104016.00,345769.00,14138.00,5129.00,537109.00,2826208.00,9639680.00,5892.00,2837.00,3055.00,19385.00,836.00,14425.92593,0.91365,0.07374,0.07532,0.91365,0.7897,0.52983,0.11797,0.09973,0.79614
1821,276142.00,1181310.00,1919868.00,6844737.00,276104.00,166336.00,1.08818E+07,5.47496E+07,2.02978E+08,224896.00,207008.00,17888.00,4274.00,7367.00,52703.7037,0.97017,0.05594,0.05593,0.97017,0.86497,0.75756,0.68867,0.60414,0.86873
1826,20.00,138.00,148.00,448.00,20.00,0.00,692.00,4608.00,14336.00,0.00,0.00,0.00,64.00,2.00,6685.18519,0.00,0.00,0.00,0.00,0.70614,0.64972,0.00,0.00,0.95846
1831,998.00,142.00,7770.00,23520.00,998.00,0.00,36123.00,239008.00,738752.00,0.00,0.00,0.00,3297.00,105.00,5490.74074,0.00,0.00,0.00,0.00,0.8611,0.34689,0.00,0.00,0.88313
1836,2595.00,2911.00,19298.00,61558.00,2595.00,506.00,96469.00,538720.00,1743680.00,524.00,356.00,168.00,5676.00,204.00,13518.51852,0.83604,0.06242,0.06242,0.83604,0.91494,0.44777,0.03352,0.02865,0.92579
1842,471895.00,2132800.00,3015853.00,1.07050E+07,471895.00,288376.00,1.72767E+07,8.94809E+07,3.21904E+08,416084.00,411898.00,4186.00,27.00,13109.00,84981.48148,0.97784,0.05623,0.05623,0.97784,0.78805,0.69547,0.85382,0.65873,0.7924
1850,3.00,230.00,9.00,5.00,3.00,0.00,22.00,32.00,0.00,0.00,0.00,0.00,4.00,1.00,9027.77778,0.00,0.00,0.00,0.00,0.66945,0.52701,0.00,0.00,0.86886
1860,425.00,234.00,1900.00,6600.00,425.00,0.00,10503.00,50400.00,209600.00,0.00,0.00,0.00,800.00,25.00,9064.81481,0.58333,0.58333,0.58333,0.58333,0.83878,0.55822,0.06034,0.00,0.91288
1863,425.00,233388.00,119904.00,724655.00,425.00,59009.00,1900423.00,3774848.00,2.15191E+07,1862224.00,1786152.00,76072.00,800.00,59034.00,36027.77778,0.98192,0.00042,0.00042,0.98192,0.97251,0.71675,0.1617,0.1573,0.97652
1869,12.00,138.00,120.00,356.00,12.00,0.00,558.00,2176.00,6400.00,0.00,0.00,0.00,36.00,2.00,5675.92593,0.00,0.00,0.00,0.00,0.65255,0.64896,0.00,0.00,0.94257
1875,560171.00,2272552.00,3796908.00,1.40722E+07,560779.00,331108.00,2.25337E+07,1.05258E+08,4.03577E+08,432424.00,351539.00,80885.00,44601.00,15809.00,105555.55556,0.97244,0.06035,0.06033,0.97244,0.91437,0.78957,0.4995,0.48318,0.91643
1881,868.00,280.00,8100.00,24030.00,868.00,0.00,37548.00,252224.00,754912.00,0.00,0.00,0.00,4240.00,135.00,6046.2963,0.00,0.00,0.00,0.00,0.70006,0.36557,0.00,0.00,0.72713
1891,3.00,1352676.00,2952348.00,3920327.00,3.00,338793.00,7891796.00,8.49717E+07,1.25156E+08,1545028.00,1540065.00,4963.00,4.00,48400.00,47675.92593,0.8909,0.00,0.00,0.8909,0.78307,0.62236,0.82461,0.60545,0.78508
1901,3.00,482708.00,895446.00,919646.00,3.00,121005.00,2133934.00,2.54687E+07,2.93294E+07,771888.00,769410.00,2478.00,4.00,24202.00,21416.66667,0.89208,0.00,0.00,0.89208,0.98498,0.88428,0.88543,0.87449,0.98718
1911,3.00,337889.00,642316.00,727148.00,3.00,84833.00,1590294.00,1.81235E+07,2.31374E+07,385636.00,384396.00,1240.00,4.00,12120.00,17490.74074,0.88572,0.00,0.00,0.88572,0.98793,0.81017,0.7853,0.77767,0.99451
1921,3.00,121333.00,225043.00,231124.00,3.00,30410.00,538296.00,6392032.00,7362432.00,193752.00,192198.00,1554.00,4.00,6083.00,11240.74074,0.87758,0.00,0.00,0.87758,0.98932,0.86619,0.83619,0.83238,0.99652
1931,3.00,85427.00,162772.00,184268.00,3.00,21497.00,404985.00,4574304.00,5839040.00,97340.00,96099.00,1241.00,4.00,3072.00,10250.00,0.89231,0.00,0.00,0.89231,0.96869,0.74963,0.67827,0.66809,0.9887
1941,3.00,30538.00,56471.00,57996.00,3.00,7630.00,136721.00,1599968.00,1843680.00,48512.00,47894.00,618.00,4.00,1527.00,9222.22222,0.89299,0.00,0.00,0.89299,0.95956,0.8224,0.73548,0.71735,0.98379
1951,3.00,21482.00,40342.00,45668.00,3.00,5327.00,101371.00,1143072.00,1459040.00,24332.00,23870.00,462.00,4.00,762.00,8259.25926,0.89187,0.00,0.00,0.89187,0.92238,0.72142,0.49925,0.48932,0.983
1961,3.00,7938.00,14439.00,14828.00,3.00,1950.00,36166.00,408672.00,470688.00,12400.00,11935.00,465.00,4.00,391.00,7620.37037,0.87933,0.00,0.00,0.87933,0.91484,0.76313,0.5108,0.49429,0.98507
1971,3.00,5648.00,10344.00,11708.00,3.00,1365.00,26427.00,292800.00,374592.00,6236.00,5929.00,307.00,4.00,196.00,7925.92593,0.89155,0.00,0.00,0.89155,0.85097,0.69205,0.29325,0.26837,0.97091
1981,3.00,2113.00,3598.00,3694.00,3.00,485.00,9025.00,101440.00,116992.00,3080.00,2926.00,154.00,4.00,98.00,7481.48148,0.88363,0.00,0.00,0.88363,0.84444,0.73558,0.28091,0.26133,0.98111
1994,9.00,6848726.00,7342171.00,2.01909E+07,9.00,1159284.00,3.50775E+07,2.34563E+08,5.73130E+08,3086348.00,3080130.00,6218.00,4.00,96609.00,153601.85185,0.95537,0.00,0.00,0.95537,0.91465,0.37388,0.44785,0.36511,0.91597
1997,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13157.40741,0.00,0.00,0.00,0.00,0.02948,0.02948,0.00,0.00,0.98853
2006,3.00,386071.00,13.00,193226.00,3.00,96607.00,773392.00,32.00,6170464.00,3086348.00,3080130.00,6218.00,4.00,96608.00,41657.40741,0.4992,0.00,0.00,0.4992,0.18432,0.00898,0.81629,0.00139,0.18508
