EID,l1tex__lsuin_requests.sum,l1tex__texin_requests.sum,sm__inst_executed_pipe_alu.sum,sm__inst_executed_pipe_fma.sum,sm__inst_executed_pipe_lsu.sum,sm__inst_executed_pipe_tex.sum,sm__inst_issued.sum,sm__thread_inst_executed_pipe_alu_pred_on.sum,sm__thread_inst_executed_pipe_fma_pred_on.sum,sm__threads_launched_shader_ps.sum,sm__threads_launched_shader_ps_killmask_off.sum,sm__threads_launched_shader_ps_killmask_on.sum,sm__threads_launched_shader_vs.sum,sm__warps_launched.sum,gpu__time_duration.avg,l1tex__average_t_sector_lookup_hit.avg.ratio,l1tex__average_t_sector_pipe_lsu_lookup_hit.avg.ratio,l1tex__average_t_sector_pipe_lsu_mem_global_op_ld_lookup_hit.avg.ratio,l1tex__t_sector_hit_rate.avg.ratio,lts__average_t_sector_srcnode_gpc_lookup_hit.avg.ratio,lts__average_t_sector_srcnode_gpc_op_read_lookup_hit.avg.ratio,lts__average_t_sector_srcunit_tex_op_read.avg.ratio,lts__average_t_sector_srcunit_tex_op_read_lookup_hit.avg.ratio,lts__t_sector_hit_rate.avg.ratio
7064,24.00,138.00,100.00,908.00,24.00,0.00,1160.00,2496.00,25856.00,0.00,0.00,0.00,114.00,4.00,6601.85185,0.4375,0.4375,0.4375,0.4375,0.79078,0.7214,0.01006,0.01006,1.00
7067,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1184.00,12256.00,0.00,0.00,0.00,54.00,2.00,6379.62963,0.42857,0.42857,0.42857,0.42857,0.73142,0.63464,0.00631,0.00631,1.00
7070,12.00,138.00,50.00,454.00,12.00,0.00,580.00,928.00,9536.00,0.00,0.00,0.00,42.00,2.00,6120.37037,0.41667,0.41667,0.41667,0.41667,0.72222,0.64547,0.00512,0.00512,1.00
7075,6.00,138.00,25.00,227.00,6.00,0.00,290.00,704.00,7264.00,0.00,0.00,0.00,32.00,1.00,6490.74074,0.45833,0.45833,0.45833,0.45833,0.63593,0.6196,0.01249,0.01249,1.00
7078,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1056.00,10848.00,0.00,0.00,0.00,48.00,2.00,5935.18519,0.51429,0.51429,0.51429,0.51429,0.68136,0.67554,0.01498,0.01498,1.0599
7081,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1056.00,10880.00,0.00,0.00,0.00,48.00,2.00,5703.7037,0.50,0.50,0.50,0.50,0.6811,0.6761,0.01499,0.01499,1.00
7084,6.00,138.00,25.00,227.00,6.00,0.00,290.00,256.00,2720.00,0.00,0.00,0.00,12.00,1.00,6620.37037,0.44444,0.44444,0.44444,0.44444,0.62146,0.61943,0.00506,0.00506,1.00
7087,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3616.00,0.00,0.00,0.00,16.00,1.00,6240.74074,0.41667,0.41667,0.41667,0.41667,0.62159,0.61958,0.00706,0.00706,1.00
7090,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,6175.92593,0.51064,0.51064,0.51064,0.51064,0.71119,0.66866,0.01791,0.01791,1.00
7093,6.00,138.00,25.00,227.00,6.00,0.00,290.00,704.00,7264.00,0.00,0.00,0.00,32.00,1.00,5962.96296,0.50,0.50,0.50,0.50,0.62176,0.61776,0.01198,0.01198,1.00
7096,12.00,184.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,5972.22222,0.47826,0.47826,0.47826,0.47826,0.68096,0.67601,0.02143,0.02143,1.00
7099,12.00,142.00,50.00,454.00,12.00,0.00,580.00,960.00,9984.00,0.00,0.00,0.00,44.00,2.00,5768.51852,0.48485,0.48485,0.48485,0.48485,0.68114,0.67696,0.01419,0.01419,1.00
7102,6.00,138.00,25.00,227.00,6.00,0.00,290.00,608.00,6368.00,0.00,0.00,0.00,28.00,1.00,6574.07407,0.47619,0.47619,0.47619,0.47619,0.68235,0.58992,0.00924,0.00924,1.00
7105,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3648.00,0.00,0.00,0.00,16.00,1.00,6222.22222,0.41667,0.41667,0.41667,0.41667,0.62198,0.61895,0.00706,0.00706,1.00
7108,6.00,138.00,25.00,227.00,6.00,0.00,290.00,544.00,5440.00,0.00,0.00,0.00,24.00,1.00,6138.88889,0.47059,0.47059,0.47059,0.47059,0.62,0.617,0.01,0.01,0.997
7111,6.00,138.00,25.00,227.00,6.00,0.00,290.00,544.00,5472.00,0.00,0.00,0.00,24.00,1.00,6231.48148,0.50,0.50,0.50,0.50,0.62149,0.61847,0.00904,0.00904,1.00
7114,6.00,138.00,25.00,227.00,6.00,0.00,290.00,288.00,2720.00,0.00,0.00,0.00,12.00,1.00,6824.07407,0.44444,0.44444,0.44444,0.44444,0.65876,0.61131,0.00456,0.00456,1.00
7119,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,5981.48148,0.33333,0.33333,0.33333,0.33333,0.68083,0.67667,0.00667,0.00667,1.00
7122,6.00,138.00,25.00,227.00,6.00,0.00,290.00,704.00,7264.00,0.00,0.00,0.00,32.00,1.00,6777.77778,0.33333,0.33333,0.33333,0.33333,0.67277,0.60646,0.00349,0.00349,1.00175
7125,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,6537.03704,0.50,0.50,0.50,0.50,0.72125,0.64774,0.00437,0.00437,1.00
7128,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3680.00,0.00,0.00,0.00,16.00,1.00,6324.07407,0.33333,0.33333,0.33333,0.33333,0.62222,0.6202,0.00202,0.00202,1.00
7131,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3616.00,0.00,0.00,0.00,16.00,1.00,6453.7037,0.33333,0.33333,0.33333,0.33333,0.64004,0.61213,0.00192,0.00192,1.00
7134,18.00,138.00,75.00,681.00,18.00,0.00,870.00,1760.00,18112.00,0.00,0.00,0.00,80.00,3.00,6666.66667,0.33333,0.33333,0.33333,0.33333,0.69987,0.67562,0.00655,0.00655,0.95282
7137,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3616.00,0.00,0.00,0.00,16.00,1.00,6685.18519,0.33333,0.33333,0.33333,0.33333,0.65177,0.60801,0.00186,0.00186,1.00
7140,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,6592.59259,0.36364,0.36364,0.36364,0.36364,0.71311,0.65618,0.00599,0.00599,1.00
7143,12.00,138.00,50.00,454.00,12.00,0.00,580.00,1408.00,14528.00,0.00,0.00,0.00,64.00,2.00,6250.00,0.33333,0.33333,0.33333,0.33333,0.68057,0.67723,0.00667,0.00667,1.00
7146,6.00,184.00,25.00,227.00,6.00,0.00,290.00,352.00,3584.00,0.00,0.00,0.00,16.00,1.00,6157.40741,0.33333,0.33333,0.33333,0.33333,0.62222,0.6202,0.00202,0.00202,1.00
7149,6.00,138.00,25.00,227.00,6.00,0.00,290.00,352.00,3648.00,0.00,0.00,0.00,16.00,1.00,5962.96296,0.33333,0.33333,0.33333,0.33333,0.62222,0.6202,0.00202,0.00202,1.00
7152,12.00,142.00,50.00,454.00,12.00,0.00,580.00,1056.00,10880.00,0.00,0.00,0.00,48.00,2.00,6296.2963,0.33333,0.33333,0.33333,0.33333,0.71037,0.66311,0.00457,0.00457,1.00
7157,30.00,138.00,125.00,1135.00,30.00,0.00,1450.00,3008.00,31072.00,0.00,0.00,0.00,137.00,5.00,6462.96296,0.38095,0.38095,0.38095,0.38095,0.80351,0.74336,0.00652,0.00652,1.00
7160,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14805.55556,0.00,0.00,0.00,0.00,0.0292,0.0292,0.00,0.00,0.98378
7162,0.00,552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15212.96296,0.00,0.00,0.00,0.00,0.02315,0.02315,0.00,0.00,0.88424
7175,26.00,214.00,282.00,934.00,26.00,16.00,1636.00,6240.00,20544.00,32.00,9.00,23.00,64.00,4.00,9490.74074,0.86486,0.00,0.00,0.86486,0.4283,0.37972,0.00708,0.00519,0.60849
7177,20.00,198.00,202.00,664.00,20.00,8.00,1121.00,5248.00,16928.00,20.00,5.00,15.00,64.00,3.00,7379.62963,0.87778,0.00,0.00,0.87778,0.81594,0.77729,0.00531,0.00531,1.00
7179,26.00,222.00,284.00,972.00,26.00,16.00,1679.00,6816.00,23008.00,40.00,10.00,30.00,64.00,4.00,9981.48148,0.87013,0.00,0.00,0.87013,0.82113,0.76808,0.00939,0.00939,1.00
7181,26.00,214.00,282.00,934.00,26.00,16.00,1636.00,6240.00,20448.00,32.00,8.00,24.00,64.00,4.00,8972.22222,0.86486,0.00,0.00,0.86486,0.81926,0.77087,0.00712,0.00712,1.03416
7183,26.00,200.00,282.00,934.00,26.00,16.00,1636.00,5888.00,19296.00,28.00,7.00,21.00,64.00,4.00,9444.44444,0.85263,0.00,0.00,0.85263,0.8162,0.76836,0.00663,0.00663,0.99668
7185,26.00,214.00,282.00,934.00,26.00,16.00,1636.00,6176.00,20480.00,32.00,9.00,23.00,64.00,4.00,9194.44444,0.87069,0.00,0.00,0.87069,0.8196,0.77036,0.0071,0.0071,1.00
7187,26.00,190.00,282.00,934.00,26.00,16.00,1636.00,6208.00,20480.00,32.00,8.00,24.00,64.00,4.00,9111.11111,0.86111,0.00,0.00,0.86111,0.81866,0.76916,0.00714,0.00714,1.00
7189,26.00,198.00,284.00,972.00,26.00,16.00,1679.00,6784.00,22976.00,40.00,10.00,30.00,64.00,4.00,9453.7037,0.88489,0.00,0.00,0.88489,0.82062,0.7693,0.00753,0.00753,1.00
7191,20.00,166.00,200.00,626.00,20.00,8.00,1079.00,4992.00,15680.00,16.00,4.00,12.00,64.00,3.00,7268.51852,0.89286,0.00,0.00,0.89286,0.81369,0.7824,0.00293,0.00293,1.00
7193,32.00,178.00,362.00,1204.00,32.00,24.00,2155.00,5536.00,18112.00,24.00,6.00,18.00,64.00,5.00,9601.85185,0.77966,0.00,0.00,0.77966,0.85408,0.81825,0.0096,0.0096,0.99483
7195,26.00,166.00,280.00,896.00,26.00,16.00,1596.00,5024.00,15744.00,16.00,4.00,12.00,64.00,4.00,7370.37037,0.7931,0.00,0.00,0.7931,0.851,0.8261,0.00453,0.00453,0.99472
7197,26.00,182.00,282.00,934.00,26.00,16.00,1638.00,5920.00,19424.00,28.00,7.00,21.00,64.00,4.00,9768.51852,0.86598,0.00,0.00,0.86598,0.82011,0.76818,0.00614,0.00614,1.00
7199,26.00,232.00,282.00,934.00,26.00,16.00,1638.00,6208.00,20608.00,32.00,8.00,24.00,64.00,4.00,9379.62963,0.87037,0.00,0.00,0.87037,0.82117,0.77015,0.00668,0.00668,1.00334
7201,26.00,166.00,280.00,896.00,26.00,16.00,1596.00,4928.00,15744.00,16.00,4.00,12.00,64.00,4.00,7361.11111,0.79245,0.00,0.00,0.79245,0.85639,0.83113,0.00415,0.00415,1.00
7203,20.00,162.00,200.00,626.00,20.00,8.00,1079.00,4960.00,15712.00,16.00,4.00,12.00,64.00,3.00,6712.96296,0.88136,0.00,0.00,0.88136,0.81333,0.78491,0.00343,0.00343,1.00
7205,38.00,194.00,444.00,1512.00,38.00,32.00,2714.00,6208.00,20640.00,32.00,8.00,24.00,64.00,6.00,10203.7037,0.78261,0.00,0.00,0.78261,0.8608,0.81549,0.00913,0.00913,1.00
7208,170.00,1258.00,2796.00,8859.00,170.00,208.00,16452.00,70752.00,239360.00,740.00,385.00,355.00,64.00,28.00,10138.88889,0.9564,0.00,0.00,0.9564,0.77622,0.7083,0.02911,0.02106,0.85487
7210,146.00,1134.00,2390.00,7677.00,146.00,176.00,14146.00,63584.00,215968.00,660.00,329.00,331.00,64.00,24.00,10027.77778,0.95535,0.00,0.00,0.95535,0.91063,0.84994,0.02637,0.01653,1.00837
7212,122.00,890.00,1970.00,6112.00,122.00,144.00,11377.00,48736.00,165056.00,496.00,230.00,266.00,64.00,20.00,11287.03704,0.95559,0.00,0.00,0.95559,0.91583,0.85824,0.01934,0.01615,0.99681
7214,98.00,766.00,1558.00,4816.00,98.00,112.00,8953.00,41152.00,139744.00,412.00,199.00,213.00,64.00,16.00,9805.55556,0.95297,0.00,0.00,0.95297,0.87619,0.79581,0.02556,0.02371,0.99353
7216,38.00,178.00,536.00,1652.00,38.00,32.00,2994.00,6016.00,18944.00,24.00,6.00,18.00,64.00,6.00,10314.81481,0.71765,0.00,0.00,0.71765,0.84702,0.81676,0.00798,0.00798,0.97373
7218,26.00,162.00,330.00,1042.00,26.00,16.00,1820.00,5248.00,16768.00,16.00,4.00,12.00,64.00,4.00,11370.37037,0.78333,0.00,0.00,0.78333,0.87279,0.84957,0.00451,0.00451,1.00485
7220,32.00,190.00,431.00,1309.00,32.00,24.00,2365.00,6720.00,21408.00,32.00,8.00,24.00,64.00,5.00,10888.88889,0.79661,0.00,0.00,0.79661,0.8758,0.83689,0.00812,0.00812,1.00474
7222,26.00,186.00,328.00,1004.00,26.00,16.00,1780.00,6752.00,21600.00,32.00,8.00,24.00,64.00,4.00,10333.33333,0.8595,0.00,0.00,0.8595,0.83006,0.781,0.00758,0.00758,1.00
7224,26.00,186.00,328.00,1036.00,26.00,16.00,1825.00,6720.00,21536.00,32.00,8.00,24.00,64.00,4.00,10148.14815,0.88073,0.00,0.00,0.88073,0.82784,0.78265,0.00587,0.00587,1.00
7226,38.00,190.00,536.00,1652.00,38.00,32.00,2998.00,6720.00,21312.00,32.00,8.00,24.00,64.00,6.00,9500.00,0.79091,0.00,0.00,0.79091,0.87189,0.83053,0.00773,0.00773,1.00
7228,38.00,194.00,536.00,1716.00,38.00,32.00,3088.00,6720.00,21472.00,32.00,8.00,24.00,64.00,6.00,10120.37037,0.76724,0.00,0.00,0.76724,0.8718,0.83075,0.00908,0.00908,1.00
7230,26.00,170.00,330.00,1042.00,26.00,16.00,1820.00,5664.00,18112.00,20.00,5.00,15.00,64.00,4.00,10898.14815,0.79104,0.00,0.00,0.79104,0.86948,0.84036,0.0048,0.0048,1.00
7236,200.00,1400.00,3354.00,11284.00,200.00,248.00,20335.00,76256.00,277312.00,800.00,424.00,376.00,46.00,33.00,10083.33333,0.93679,0.00,0.00,0.93679,0.92184,0.86186,0.04162,0.02955,0.98811
7240,20.00,150.00,225.00,699.00,20.00,8.00,1192.00,3456.00,10912.00,8.00,3.00,5.00,46.00,3.00,7870.37037,0.76667,0.00,0.00,0.76667,0.82336,0.7986,0.00327,0.00327,1.00
7245,20.00,186.00,202.00,664.00,20.00,8.00,1121.00,5152.00,18048.00,32.00,9.00,23.00,46.00,3.00,7037.03704,0.92661,0.00,0.00,0.92661,0.81783,0.77446,0.00386,0.00386,1.00
7249,32.00,210.00,366.00,1280.00,32.00,24.00,2236.00,6080.00,21760.00,44.00,11.00,33.00,46.00,5.00,9490.74074,0.88667,0.00,0.00,0.88667,0.81509,0.76226,0.00802,0.00802,1.02736
7256,210.00,142.00,2100.00,6230.00,210.00,0.00,9765.00,64544.00,194592.00,0.00,0.00,0.00,1094.00,35.00,5027.77778,0.00,0.00,0.00,0.00,0.84121,0.79126,0.00,0.00,0.99822
7263,179.00,1201.00,2382.00,8426.00,179.00,196.00,15033.00,60416.00,229952.00,768.00,464.00,304.00,24.00,29.00,11574.07407,0.92572,0.00237,0.00237,0.92572,0.78544,0.71855,0.0454,0.04354,0.85529
7267,11.00,138.00,58.00,306.00,11.00,0.00,411.00,672.00,3680.00,0.00,0.00,0.00,12.00,1.00,6833.33333,0.44444,0.44444,0.44444,0.44444,0.65144,0.64865,0.00466,0.00466,1.00
7271,11.00,138.00,58.00,306.00,11.00,0.00,411.00,640.00,3648.00,0.00,0.00,0.00,12.00,1.00,6777.77778,0.44444,0.44444,0.44444,0.44444,0.65144,0.64865,0.00466,0.00466,1.00
7274,11.00,138.00,58.00,306.00,11.00,0.00,411.00,640.00,3648.00,0.00,0.00,0.00,12.00,1.00,6574.07407,0.44444,0.44444,0.44444,0.44444,0.64722,0.64444,0.00463,0.00463,0.99352
7277,22.00,138.00,116.00,612.00,22.00,0.00,822.00,2592.00,14688.00,0.00,0.00,0.00,48.00,2.00,6175.92593,0.44444,0.44444,0.44444,0.44444,0.72064,0.71627,0.01459,0.01459,1.00
7280,29.00,262.00,307.00,1176.00,29.00,21.00,1979.00,7648.00,30432.00,88.00,38.00,50.00,16.00,4.00,11444.44444,0.87926,0.01548,0.01548,0.87926,0.84332,0.80198,0.01612,0.01447,0.99835
7283,184.00,975.00,2357.00,8442.00,184.00,189.00,14959.00,48832.00,188480.00,600.00,351.00,249.00,48.00,29.00,9768.51852,0.91163,0.0074,0.0074,0.91163,0.93359,0.85605,0.03842,0.03842,1.00017
